{s ax nn th eh kq} {aa nn} {d wh mx}, {n eh} {th aa iy m ax}.	{s ax nn th eh kq} {aa nn} {d wh mx}. {n eh} {th aa iy m ax}.	0	0 	0
{s ax nn th eh kq} {aa nn} {d wh mx}, {n eh} {th aa iy m ax}, {s iy pq pp uw nn}.	{s ax nn th eh kq} {aa nn} {d wh mx}. {n eh} {th aa iy m ax}. {s iy pq pp uw nn}.	0	0 	0
{s ax nn th eh kq} {aa nn} {d wh mx}, {n eh} {th aa iy m ax}, {iy s iy pq pp uw nn}.	{s ax nn th eh kq} {aa nn} {d wh mx}. {n eh} {th aa iy m ax}. {iy s iy pq pp uw nn}.	0	0 	0
{s ax nn th eh kq} {aa nn} {d wh mx}, {n eh} {th aa iy m ax}, {s aa mx s iy pq pp uw nn}.	{s ax nn th eh kq} {aa nn} {d wh mx}. {n eh} {th aa iy m ax}. {s aa mx s iy pq pp uw nn}.	0	0 	0
{s ax nn th eh kq} {aa nn} {d wh mx}, {n eh} {th aa iy m ax}, {s aa s iy pq pp uw nn}.	{s ax nn th eh kq} {aa nn} {d wh mx}. {n eh} {th aa iy m ax}. {s aa s iy pq pp uw nn}.	0	0 	0
{s ax nn th eh kq} {aa nn} {d wh mx}, {n eh} {th aa iy m ax}, {ow s iy pq pp uw nn}.	{s ax nn th eh kq} {aa nn} {d wh mx}. {n eh} {th aa iy m ax}. {ow s iy pq pp uw nn}.	0	0 	0
{s ax nn th eh kq} {aa nn} {d wh mx}, {n eh} {th aa iy m ax}, {iy lx b uw nn}.	{s ax nn th eh kq} {aa nn} {d wh mx}. {n eh} {th aa iy m ax}. {iy lx b uw nn}.	0	0 	0
{s ax nn th eh kq} {aa nn} {d wh mx}, {n eh} {th aa iy m ax}, {iy b uw nn}.	{s ax nn th eh kq} {aa nn} {d wh mx}. {n eh} {th aa iy m ax}. {iy b uw nn}.	0	0 	0
{s ax nn th eh kq} {aa nn} {d wh mx}, {n eh} {th aa iy m ax}, {s aa mx b uw nn}.	{s ax nn th eh kq} {aa nn} {d wh mx}. {n eh} {th aa iy m ax}. {s aa mx b uw nn}.	0	0 	0
{s ax nn th eh kq} {aa nn} {d wh mx}, {n eh} {th aa iy m ax}, {s aa b uw nn}.	{s ax nn th eh kq} {aa nn} {d wh mx}. {n eh} {th aa iy m ax}. {s aa b uw nn}.	0	0 	0
{s ax nn th eh kq} {aa nn} {d wh mx}, {n eh} {th aa iy m ax}, {ow b uw nn}.	{s ax nn th eh kq} {aa nn} {d wh mx}. {n eh} {th aa iy m ax}. {ow b uw nn}.	0	0 	0
{s ax nn th eh kq} {aa nn} {d wh mx}, {n eh} {th aa iy m ax}, {ju kq pp uw nn}.	{s ax nn th eh kq} {aa nn} {d wh mx}. {n eh} {th aa iy m ax}. {ju kq pp uw nn}.	0	0 	0
{s ax nn th eh kq} {aa nn} {d wh mx}, {n eh} {th aa iy m ax}, {ch iy lx b uw nn}.	{s ax nn th eh kq} {aa nn} {d wh mx}. {n eh} {th aa iy m ax}. {ch iy lx b uw nn}.	0	0 	0
{s ax nn th eh kq} {aa nn} {d wh mx}, {n eh} {th aa iy m ax}, {ph aa lx b uw nn}.	{s ax nn th eh kq} {aa nn} {d wh mx}. {n eh} {th aa iy m ax}.{ph aa lx b uw nn}.	0	0 	0
{s ax nn th eh kq} {aa nn} {d wh mx}, {n eh} {th aa iy m ax}, {k uw b uw nn}.	{s ax nn th eh kq} {aa nn} {d wh mx}. {n eh} {th aa iy m ax}. {k uw b uw nn}.	0	0 	0
{s ax nn th eh kq t wh mx}, {n eh} {th aa iy m ax}, {ow b uw nn}.	{s ax nn th eh kq t wh mx}. {n eh} {th aa iy m ax}. {ow b uw nn}.	0	0 	0
{s ax nn th eh kq t wh mx}, {n eh} {th aa iy m ax}, {s iy pq pp uw nn}.	{s ax nn th eh kq t wh mx}. {n eh} {th aa iy m ax}. {s iy pq pp uw nn}.	0	0 	0
{s ax nn th eh kq t wh mx}, {n eh} {th aa iy m ax}, {iy s iy pq pp uw nn}.	{s ax nn th eh kq t wh mx}. {n eh} {th aa iy m ax}. {iy s iy pq pp uw nn}.	0	0 	0
{s ax nn th eh kq t wh mx}, {n eh} {th aa iy m ax}, {s aa mx s iy pq pp uw nn}.	{s ax nn th eh kq t wh mx}. {n eh} {th aa iy m ax}. {s aa mx s iy pq pp uw nn}.	0	0 	0
{s ax nn th eh kq t wh mx}, {n eh} {th aa iy m ax}, {s aa s iy pq pp uw nn}.	{s ax nn th eh kq t wh mx}. {n eh} {th aa iy m ax}. {s aa s iy pq pp uw nn}.	0	0 	0
{s ax nn th eh kq t wh mx}, {n eh} {th aa iy m ax}, {ow s iy pq pp uw nn}.	{s ax nn th eh kq t wh mx}. {n eh} {th aa iy m ax}. {ow s iy pq pp uw nn}.	50	0 	0
{s ax nn th eh kq t wh mx}, {n eh} {th aa iy m ax}, {ju kq ss iy pq pp uw nn}.	{s ax nn th eh kq t wh mx}. {n eh} {th aa iy m ax}. {ju kq ss iy pq pp uw nn}.	0	0 	0
{s ax nn th eh kq t wh mx}, {n eh} {th aa iy m ax}, {iy lx b uw nn}.	{s ax nn th eh kq t wh mx}. {n eh} {th aa iy m ax}. {iy lx b uw nn}.	0	0 	0
{s ax nn th eh kq t wh mx}, {n eh} {th aa iy m ax}, {iy b uw nn}.	{s ax nn th eh kq t wh mx}. {n eh} {th aa iy m ax}. {iy b uw nn}.	0	0 	0
{s ax nn th eh kq t wh mx}, {n eh} {th aa iy m ax}, {s aa mx b uw nn}.	{s ax nn th eh kq t wh mx}. {n eh} {th aa iy m ax}. {s aa mx b uw nn}.	0	0 	0
{s ax nn th eh kq t wh mx}, {n eh} {th aa iy m ax}, {s aa b uw nn}.	{s ax nn th eh kq t wh mx}. {n eh} {th aa iy m ax}. {s aa b uw nn}.	0	0 	0
{s ax nn th eh kq t wh mx}, {n eh} {th aa iy m ax}, {ow b uw nn}.	{s ax nn th eh kq t wh mx}. {n eh} {th aa iy m ax}. {ow b uw nn}.	0	0 	0
{s ax nn th eh kq t wh mx}, {n eh} {th aa iy m ax}, {ju kq pp uw nn}.	{s ax nn th eh kq t wh mx}. {n eh} {th aa iy m ax}. {ju kq pp uw nn}.	0	0 	0
{s ax nn th eh kq t wh mx}, {n eh} {th aa iy m ax}, {ch iy lx b uw nn}.	{s ax nn th eh kq t wh mx}. {n eh} {th aa iy m ax}. {ch iy lx b uw nn}.	0	0 	0
{s ax nn th eh kq t wh mx}, {n eh} {th aa iy m ax}, {ph aa lx b uw nn}.	{s ax nn th eh kq t wh mx}. {n eh} {th aa iy m ax}.{ph aa lx b uw nn}.	0	0 	0
{s ax nn th eh kq t wh mx}, {n eh} {th aa iy m ax}, {k uw b uw nn}.	{s ax nn th eh kq t wh mx}. {n eh} {th aa iy m ax}. {k uw b uw nn}.	0	0 	0
{ph iy}, {kh ju}, {aa lx}, {ey ss ww}.	{ph iy}. {kh ju}. {aa lx}. {ey ss ww}.	0	0 	0
{th iy}, {ju}, {p ww iy}.	{th iy}. {ju}. {p ww iy}.	0	0 	0
{ey iy}, {p iy}, {ss iy}.	{ey iy}. {p iy}. {ss iy}.	0	0	0
{t iy}, {iy}, {ey ph ww}.	{t iy}. {iy}. {ey ph ww}.	0	0	0
{k iy jx kq}, {kh iy ww kq}.	{k iy jx kq}. {kh iy ww kq}.	0	0	0
{z iy}, {ey iy ch iy}, {aa iy}.	{z iy}. {ey iy ch iy}. {aa iy}.	0	0	0
{n iy ww nn}, {l iy ww lx}.	{n iy ww nn}. {l iy ww lx}.	0	0	0
{z ey iy}, {kh ey iy}, {ey lx}.	{z ey iy}. {kh ey iy}. {ey lx lx}.	500	0	0
{t iy g ww tq}, {th iy ww tq}.	{t iy g ww tq}. {th iy ww tq}.	0	0	0
{ey mx}, {ey nn}, {ow}.	{ey mx}. {ey nn}. {ow}.	100	0	0
{k ow nx ju}, {p ax th ww nn}.	{k ow nx ju}. {p ax th ww nn}.	0	0 	0
{s iy mx b aa kq ss uw} {b uw nn d aa nx} {ju kq ss iy b iy lx} {hi wh}.	{s iy mx b aa kq} {s uw} {b uw nn d aa nx} {ju kq s iy pq} {iy lx hi wh}.	100	0 	0
{iy lx b uw nn} {s aa s iy pq s aa mx} {ch ow} {d ow nx aa nn} {s ww m uw l aa hi ow pq} {kk eh l ww lx} {hi aa lx} {kk ax ey jo}.	{iy lx b uw nn} {s aa s iy pq s aa mx} {ch ow} {d ow nx aa nn} {s ww m uw l} {aa} {hi ow pq} {kk eh} {l ww lx} {hi aa lx} {kk ax ey jo}.	0	0 	0
{k uw g aa nn} {g iy l ow kq} {k uw}.	{k uw g aa nn} {g iy l ow kq}. {k uw}.	0	0 	0
{ow s iy pq s aa mx b uw nn} {s aa mx s iy b ow} {ch ow} {d ow nx aa nn} {s ww m uw l aa hi ow pq} {kk eh l ww lx} {hi aa lx} {kk ax ey jo}.	{ow s iy pq s aa mx} {b uw nn} {s aa mx s iy b ow} {ch ow} {d ow nx aa nn} {s ww m uw l} {aa} {hi ow pq} {kk eh l ww lx} {hi aa lx} {kk ax ey jo}.	0	0 	0
{aa iy ss ww kh ww l iy mx} {m aa nn n aa}.	{aa iy ss ww kh ww l iy mx}, {m aa nn n aa}.	0	0 	0
{p eh g jx nx hi wa m jx nn}, {p ax th ww nn}.	{p eh g jx nx hi wa m jx nn}. {p ax th ww nn}.	0	0 	0
{ow pq s jx nn} {d ax b ow g iy}, {p ax th ww nn}.	{ow pq s jx nn} {d ax b ow g iy}. {p ax th ww nn}.	0	0 	0
{ch aa d aa nn}, {p ax th ww nn}.	{ch aa d aa nn}. {p ax th ww nn}.	100	0 	0
{iy lx l iy ow ey} {zh ax nn hi wa}.	{iy lx} {l iy} {ow} {ey} {zh ax nn hi wa}.	10	0	0
{tt ax b ww l ju}, {ey kq ss ww}, {wa iy}, {z iy}.	{tt ax b ww l ju}. {ey kq ss ww}. {wa iy}. {z iy}.	0	0	0

{ow}.	{ow}, {hi}.	200	0	0
{k eh iy nn zh ax nx b ow g wa lx l iy}, {hh aa nx m ow kq} {iy lx g ow pq} {kk eh} {zh uw nx} {ch ax tq} {p ax nn zz eh}.	{k eh iy nn} {zh ax nx b ow} {g wa lx l iy}, {hh aa nx m ow kq} {iy lx g ow pq} {kk eh} {zh uw nx} {ch ax tq} {p ax nn zz eh}.	0	0	0
{k eh iy nn zh ax nx b ow g wa lx l iy}.	{k eh iy nn} {zh ax nx b ow} {g wa lx l iy}.	0	0	0

{ch uw ch ax nn}, {th eh pq}.	{} {ch uw ch ax nn}, {th eh pq}.	0	0	0

{iy lx l iy ow ey} {zh ax nn hi wa}, {m iy lx ss uw s iy nn g ow}, {jx d ax lx} {kk eh} {zh uw nx} {d aa s ax tq} {p ax nn zz eh}.	{iy lx l iy ow} {ey} {zh ax nn hi wa}, {m iy lx ss uw s iy nn g ow}, {jx d ax lx} {kk eh} {zh uw nx} {d aa s ax tq} {p ax nn zz eh}.	0	0	0
{iy lx l iy ow ey} {zh ax nn hi wa}, {m iy lx ss uw s iy nn g ow}.	{iy lx l iy ow} {ey} {zh ax nn hi wa}, {m iy lx ss uw s iy nn g ow}.	0	0	0

{ju kq}, {p ax th ww nn}.	{ju kq}. {b ax th ww nn}.	0	0	0
